text,labels,label_vector
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Pink Book The “Pink Book,” provides physicians, nurses, nurse practitioners, physician assistants, pharmacists, and others with the most comprehensive information on routinely used vaccines and the diseases they prevent.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Information Statements (VIS) Do I have the most currect updates VIS? Can I find a VIS in another language?,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
CDC Vaccine Schedules App CDC Vaccine Schedules App for Clinicians and Other Immunization Providers,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
CDC Vaccine Schedules App Click Here to find out more about the app.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
CDC Vaccine Schedules App CDC Vaccine Schedules App for Clinicians and Other Immunization Providers,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vaccine Storage and Handling Toolkit This toolkit is a comprehensive guide that reflects best practices for vaccine storage and handling from Advisory Committee on Immunization Practices (ACIP) recommendations, product information from vaccine manufacturers, and scientific studies.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vaccine Storage and Handling Toolkit This toolkit is a comprehensive guide that reflects best practices for vaccine storage and handling from Advisory Committee on Immunization Practices (ACIP) recommendations, product information from vaccine manufacturers, and scientific studies.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Standing Orders Templates for Administering Vaccines Sponsored by Immunization Action Coalition,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Children less than 5 years of age infected with the hepatitis B virus (HBV) have a 30-50% chance of chronic infection and chronic liver disease.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Up to 90% of infants perinatally infected will develop chronic infection. Of these infants, 15-25% will die of chronic liver disease as adults.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Perinatal transmission accounts for 24% of chronic infections.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH All pregnant women are required by law to be tested for hepatitis B surface antigen (HBsAg) during an early prenatal visit.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Effective December 18, 2001, all hepatitis B surface antigen (HBsAg) positive pregnant women are reportable by law to the local health department.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH The local health department reports the results to the Virginia Department of Health (VDH) and notifies the VPHBP Program.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH The VPHBP Program initiates disease intervention activities to identify and vaccinate household contacts and sexual partners.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Tracking contacts and infants of HBsAg positive pregnant women to ensure that appropriate treatment is received, thereby eliminating the transmission of perinatal hepatitis B.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Free prevaccination testing for sexual partners and household contacts of the HBsAg positive pregnant woman and free hepatitis B (HB) vaccine for all susceptible partners and contacts. Free post vaccine testing of sexual partners. The local health departments, upon referral from the VPHBP Program, provide these services.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH The infant’s physician and delivery hospital are alerted about the HBsAg positive status of the mother.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Hepatitis B Immune Globulin and HB vaccine are provided at no charge to delivery hospitals.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Free HB vaccine for completion of the series is provided to the infant’s physician.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Free post vaccination testing for infants 3-9 months after completion of the HB vaccine series to ensure protection against HBV.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Birthing Hospital Guidelines (Updated 2016)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Hospital Policy Survey Summary (2014)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Ann Basner, MPH Prenatal Care Provider Policies and Procedures (CDC)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 540,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Immunization statistics Immunization statisticsare gathered nationally and locally to ensure that children receive appropriate and timely immunizations so as to prevent the occurrence of vaccine-preventable diseases.   The National Immunization Survey (NIS) is performed by the Centers for Disease Control and Prevention (CDC) and collects statistics for each state on the immunization coverage of children 19-35 months of age.  Recently CDC has broadened NIS to include adolescents, 13-17 years of age. The Virginia Department of Health (VDH) conducts an annual immunization survey for the children enrolled in kindergarten, daycare, headstart programs, and 7th grade. The objective of both surveys is to measure the progress towards having all children receive the recommended immunizations by two years of age and at school entry to assess compliance with attendance requirements.  In addition, each state Health department collects data on various health behavior and risk factors for disease, including adult immunization, which are reported to CDC (BRFSS).   All of these surveys contribute to the Healthy People 2020 objectives with the ultimate goal of improving the Nation’s health.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Immunization statistics Immunization statisticsare gathered nationally and locally to ensure that children receive appropriate and timely immunizations so as to prevent the occurrence of vaccine-preventable diseases.   The National Immunization Survey (NIS) is performed by the Centers for Disease Control and Prevention (CDC) and collects statistics for each state on the immunization coverage of children 19-35 months of age.  Recently CDC has broadened NIS to include adolescents, 13-17 years of age. The Virginia Department of Health (VDH) conducts an annual immunization survey for the children enrolled in kindergarten, daycare, headstart programs, and 7th grade. The objective of both surveys is to measure the progress towards having all children receive the recommended immunizations by two years of age and at school entry to assess compliance with attendance requirements.  In addition, each state Health department collects data on various health behavior and risk factors for disease, including adult immunization, which are reported to CDC (BRFSS).   All of these surveys contribute to the Healthy People 2020 objectives with the ultimate goal of improving the Nation’s health.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 95% Confidence Interval (CI)– a concept from random sampling theory where an estimate of the coverage rate in a large population is produced from the rate found in a randomly selected group of children who are part of the large group.  The CI indicates that if the survey were repeated over and over, 95% of the surveys would produce a coverage estimate falling within the range of the 95% CI.  For example, a rate of 75% ± 2% has a confidence interval of 2%.  This means that the estimated coverage rate is actually between 73% and 77%.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions Vaccines Recommended by the Advisory Committee on Immunization Practices (ACIP) – The role of this committee is to provide advice that will lead to a reduction in the incidence of vaccine preventable diseases in the United States, and an increase in the safe use of vaccines and related biological products.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions Vaccination Series- When reporting immunization rates, it is often convenient to combine single antigens into groups of age-appropriate doses that are recommended by ACIP.  Some examples of series are:",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 4-3-1-3-3, which is 4 doses of DTaP, 3 Polio, 1 MMR, 3 HiBand 3 HepB",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 4-3-1-3-3-1-3, which is the above series plus 1 Var and 3 PCV.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 4-3-1-3-3-1-4, which is the above series, plus an additional dose of PCV",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 95% Confidence Interval (CI)– a concept from random sampling theory where an estimate of the coverage rate in a large population is produced from the rate found in a randomly selected group of children who are part of the large group.  The CI indicates that if the survey were repeated over and over, 95% of the surveys would produce a coverage estimate falling within the range of the 95% CI.  For example, a rate of 75% ± 2% has a confidence interval of 2%.  This means that the estimated coverage rate is actually between 73% and 77%.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions Vaccines Recommended by the Advisory Committee on Immunization Practices (ACIP)– The role of this committee is to provide advice that will lead to a reduction in the incidence of vaccine preventable diseases in the United States, and an increase in the safe use of vaccines and related biological products.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions Vaccination Series- When reporting immunization rates, it is often convenient to combine single antigens into groups of age-appropriate doses that are recommended by ACIP. Some examples of series are:",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 4-3-1-3-3, which is 4 doses of DTaP, 3 Polio, 1 MMR, 3 HiBand 3 HepB",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 4-3-1-3-3-1-3, which is the above series plus 1 Var and 3 PCV.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Assessment Definitions 4-3-1-3-3-1-4, which is the above series, plus an additional dose of PCV",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 567,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Free Clinics – Flu Only The Association of Free Clinics works closely with the Division of Immunization to offer Influenza vaccine for uninsured and underinsured adults.  Free Clinics must use continuous temperature monitoring devices, (data loggers) to ensure vaccine viability.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Use Guidelines Uninsured or Underinsured Adults (19 years of age and older),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VFA Only Determining Vaccines for Adults (VFA) Eligibility,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VFA Only Return/Transfer Form(Right click and choose save link as… to use the Adobe Fillable form feature.),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
DOI Contact How would you like to be contacted?*PhoneEmail,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
DOI Contact Subject*Select One...AFIXCOVID-19 VaccineData and StatisticsDisease SurveillanceHealthcare Personnel and VaccinationsHuman Papillomavirous (HPV)Immunization Information System (VIIS)Immunization RequestInternational TravelPerinatal Hepatitis B Prevention (VPHBP)School RequirementsSeasonal InfluenzaVaccines for Adults (VVFA)Vaccines for Children (VVFC)Vaccine SafetyVaccine SurveyVaccine InformationWorksite Wellness through Immunization,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(IQIP) Immunization Quality Improvement for Providers For more information on IQIP, please refer to the the following link:https://www.cdc.gov/vaccines/programs/iqip/index.html",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Comprehensive Clinical Assessment Software Application (CoCASA) Comprehensive Clinical Assessment Software Application (CoCASA)CoCASA is a tool for assessing immunization practices within a clinic, private practice, or any other environment where immunizations are provided.  This is a public domain software application developed by the CDC.   The latest version of the free software can be downloaded from theCoCASA Installation Page.   CoCASA has data entry and import capabilities.   After immunization data have been entered into CoCASA, data analysis capabilities can be utilized to pinpoint strengths and areas of improvement for individual immunization providers.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Comprehensive Clinical Assessment Software Application (CoCASA) Organize immunization data to suit their individual practice needs;,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Comprehensive Clinical Assessment Software Application (CoCASA) Produce reports from a menu which provides programmatic feedback such as:,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Comprehensive Clinical Assessment Software Application (CoCASA) Suggestions on practice changes to improve immunization rates;,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vaccine Safety VAERS is a national vaccine safety surveillance program co-sponsored by the Centers for Disease Control and Prevention (CDC) and the Food and Drug Administration.  VAERS collects and analyzes information from reports of adverse events following immunization.  By monitoring such events, VAERS can help to identify important new safety concerns.",['Side Effects'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Vaccine Safety The VICP is a no-fault alternative to the traditional tort system for resolving vaccine injury claims.  It was established as part of the National Childhood Vaccine Injury Act of 1986 and provides compensation to people found to be injured by certain vaccines.  The VICP covers all vaccines recommended by CDC for routine administration to children.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vaccine Safety CDC developed the Vaccine Safety Datalink (VSD) project in 1990.  This project involves partnerships with seven large health maintenance organizations (HMOs) to continually monitor vaccine safety.  VSD is an example of a large-linked database and includes information on more than six million people.  Available data include vaccine type, date of vaccination, concurrent vaccinations (those given during the same visit), the manufacturer, lot number and injection site.  Medical records are then monitored for potential adverse events resulting from immunization.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Safety The Clinical Immunization Safety Assessment (CISA) Network is a collaborative effort between CDC and seven clinical centers in the United States.  The primary goals of the network are to improve the scientific understanding of vaccine safety issues through research and to serve as a source of clinical expertise in evaluation of adverse events following immunization.Additional vaccine safety information can be found at the following web sites:,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Safety Centers for Disease Controland Prevention,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 653,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
